20131101 1:00,0.344708719307
20131101 2:00,0.349807034732
20131101 3:00,0.350431461623
20131101 4:00,0.345216046682
20131101 5:00,0.357498797525
20131101 6:00,0.359867081742
20131101 7:00,0.322658063842
20131101 8:00,0.150752536203
20131101 9:00,0.104005794136
20131101 10:00,0.0995120850918
20131101 11:00,0.10029911364
20131101 12:00,0.0993946906503
20131101 13:00,0.0995971817358
20131101 14:00,0.0997103284073
20131101 15:00,0.0990217921463
20131101 16:00,0.0994042972752
20131101 17:00,0.0997659738311
20131101 18:00,0.0997522922028
20131101 19:00,0.0996488781283
20131101 20:00,0.0991852906047
20131101 21:00,0.10033337734
20131101 22:00,0.0998339611877
20131101 23:00,0.0995865442882
20131102 0:00,0.125536536331
20131102 1:00,0.423020178006
20131102 2:00,0.510341202503
20131102 3:00,0.616413939809
20131102 4:00,0.712074620289
20131102 5:00,0.749750793904
20131102 6:00,0.690745935736
20131102 7:00,0.61052052159
20131102 8:00,0.569568959003
20131102 9:00,0.574212702513
20131102 10:00,0.487265739643
20131102 11:00,0.403111874149
20131102 12:00,0.319670767383
20131102 13:00,0.496444714262
20131102 14:00,0.652096945882
20131102 15:00,0.30470670998
20131102 16:00,0.360638436127
20131102 17:00,0.515569590983
20131102 18:00,0.602731725365
20131102 19:00,0.503089414227
20131102 20:00,0.383571434575
20131102 21:00,0.443247326958
20131102 22:00,0.579766396222
20131102 23:00,0.566736051234
20131103 0:00,0.549586198094
20131103 1:00,0.449384852533
20131103 2:00,0.467082691961
20131103 3:00,0.675022884156
20131103 4:00,0.716650811802
20131103 5:00,0.689347803193
20131103 6:00,0.687957249617
20131103 7:00,0.684144527161
20131103 8:00,0.678838139887
20131103 9:00,0.591411027595
20131103 10:00,0.473530015932
20131103 11:00,0.37649544141
20131103 12:00,0.600141372452
20131103 13:00,0.621833985469
20131103 14:00,0.673601366106
20131103 15:00,0.743027404764
20131103 16:00,0.793663590119
20131103 17:00,0.820462627711
20131103 18:00,0.835170662377
20131103 19:00,0.842192824345
20131103 20:00,0.84809997374
20131103 21:00,0.856188226939
20131103 22:00,0.86581828265
20131103 23:00,0.857066790322
20131104 0:00,0.821949844633
20131104 1:00,0.77274071646
20131104 2:00,0.661885277378
20131104 3:00,0.560116692124
20131104 4:00,0.427410588738
20131104 5:00,0.377437425239
20131104 6:00,0.369346238688
20131104 7:00,0.371058188347
20131104 8:00,0.38588647665
20131104 9:00,0.264067372298
20131104 10:00,0.326510558082
20131104 11:00,0.39376815899
20131104 12:00,0.461768898509
20131104 13:00,0.518681110331
20131104 14:00,0.568203081836
20131104 15:00,0.602249199504
20131104 16:00,0.653933470843
20131104 17:00,0.697548548498
20131104 18:00,0.684115925172
20131104 19:00,0.649059891688
20131104 20:00,0.624723045722
20131104 21:00,0.719183258114
20131104 22:00,0.798048429515
20131104 23:00,0.815238404265
20131105 0:00,0.706760993192
20131105 1:00,0.430968412267
20131105 2:00,0.316364040719
20131105 3:00,0.188821249436
20131105 4:00,0.127730847667
20131105 5:00,0.103811069443
20131105 6:00,0.099304527488
20131105 7:00,0.0997835621256
20131105 8:00,0.106884880194
20131105 9:00,0.178852580086
20131105 10:00,0.311660412411
20131105 11:00,0.301892699217
20131105 12:00,0.289449524634
20131105 13:00,0.298266496875
