20131101 1:00,0.37002245692
20131101 2:00,0.376969661444
20131101 3:00,0.377847993501
20131101 4:00,0.370694738171
20131101 5:00,0.388096603354
20131101 6:00,0.391604925509
20131101 7:00,0.344844499514
20131101 8:00,0.205286749577
20131101 9:00,0.114990849536
20131101 10:00,0.0215314679605
20131101 11:00,0.0181972674617
20131101 12:00,0.0238923289555
20131101 13:00,0.0284116001679
20131101 14:00,0.0205449384707
20131101 15:00,0.0121471428136
20131101 16:00,0.0251797653598
20131101 17:00,0.030699371752
20131101 18:00,0.0391358323831
20131101 19:00,0.0292384364874
20131101 20:00,0.013207882247
20131101 21:00,0.0181384835632
20131101 22:00,0.0325483049561
20131101 23:00,0.0847012267149
20131102 0:00,0.168383564731
20131102 1:00,0.461530144249
20131102 2:00,0.521967758937
20131102 3:00,0.602403774571
20131102 4:00,0.687131318684
20131102 5:00,0.71418769006
20131102 6:00,0.668286176416
20131102 7:00,0.597399913338
20131102 8:00,0.564508820951
20131102 9:00,0.568080579887
20131102 10:00,0.50643608756
20131102 11:00,0.444745027204
20131102 12:00,0.341947472999
20131102 13:00,0.512582526018
20131102 14:00,0.633079976075
20131102 15:00,0.32867696168
20131102 16:00,0.392748923895
20131102 17:00,0.525537963823
20131102 18:00,0.590894900992
20131102 19:00,0.517054133397
20131102 20:00,0.424015951987
20131102 21:00,0.476495041002
20131102 22:00,0.57240360037
20131102 23:00,0.562348800341
20131103 0:00,0.549568141639
20131103 1:00,0.480809496808
20131103 2:00,0.492914519156
20131103 3:00,0.65382457051
20131103 4:00,0.690586237067
20131103 5:00,0.667000456368
20131103 6:00,0.665721094945
20131103 7:00,0.662211573163
20131103 8:00,0.657328857566
20131103 9:00,0.581653704092
20131103 10:00,0.497248817771
20131103 11:00,0.415182882481
20131103 12:00,0.588758298366
20131103 13:00,0.607069169005
20131103 14:00,0.652521154388
20131103 15:00,0.709478224674
20131103 16:00,0.746119741077
20131103 17:00,0.770697804884
20131103 18:00,0.789231575748
20131103 19:00,0.796667634677
20131103 20:00,0.8047427994
20131103 21:00,0.819994872719
20131103 22:00,0.848470477163
